ID interactor A	ID interactor B	Alt. ID interactor A	Alt. ID interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)	Processing Status	
DIP-34937N|uniprotkb:P55957	DIP-268N|refseq:NP_004337|uniprotkb:P42574	 -	-	-	-	MI:0435(protease assay)	-	pubmed:18723680|pubmed:DIP-12556S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0194(cleavage reaction)	MI:0465(dip)	DIP-103152E	dip-quality-status:	dip:0004(small scale)		-
DIP-40959N|refseq:NP_001166|uniprotkb:P52566	DIP-268N|refseq:NP_004337|uniprotkb:P42574	 -	-	-	-	MI:0435(protease assay)	-	pubmed:18723680|pubmed:DIP-12556S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0194(cleavage reaction)	MI:0465(dip)	DIP-103153E	dip-quality-status:	dip:0004(small scale)		-
DIP-40959N|refseq:NP_001166|uniprotkb:P52566	DIP-29973N|uniprotkb:P55210	 -	-	-	-	MI:0435(protease assay)	-	pubmed:18723680|pubmed:DIP-12556S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0194(cleavage reaction)	MI:0465(dip)	DIP-103154E	dip-quality-status:	dip:0004(small scale)		-
DIP-268N|refseq:NP_004337|uniprotkb:P42574	DIP-279N|refseq:NP_006592|uniprotkb:Q15185	 -	-	-	-	MI:0435(protease assay)	-	pubmed:18723680|pubmed:DIP-12556S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0194(cleavage reaction)	MI:0465(dip)	DIP-103155E	dip-quality-status:	dip:0004(small scale)		-
DIP-29973N|uniprotkb:P55210	DIP-279N|refseq:NP_006592|uniprotkb:Q15185	 -	-	-	-	MI:0435(protease assay)	-	pubmed:18723680|pubmed:DIP-12556S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0194(cleavage reaction)	MI:0465(dip)	DIP-103156E	dip-quality-status:	dip:0004(small scale)		-
DIP-268N|refseq:NP_004337|uniprotkb:P42574	DIP-48548N	 -	-	-	-	MI:0435(protease assay)	-	pubmed:18723680|pubmed:DIP-12556S	taxid:9606(Homo sapiens)	taxid:-2(chemical synthesis)	MI:0407(direct interaction)	MI:0465(dip)	DIP-103157E	dip-quality-status:	dip:0004(small scale)		-
DIP-48548N	DIP-29973N|uniprotkb:P55210	 -	-	-	-	MI:0435(protease assay)	-	pubmed:18723680|pubmed:DIP-12556S	taxid:-2(chemical synthesis)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)	MI:0465(dip)	DIP-103158E	dip-quality-status:	dip:0004(small scale)		-
DIP-48549N	DIP-268N|refseq:NP_004337|uniprotkb:P42574	 -	-	-	-	MI:0435(protease assay)	-	pubmed:18723680|pubmed:DIP-12556S	taxid:-2(chemical synthesis)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)	MI:0465(dip)	DIP-103159E	dip-quality-status:	dip:0004(small scale)		-
DIP-24261N|uniprotkb:P62988	DIP-38642N|refseq:NP_149111|uniprotkb:Q969F2	 -	-	-	-	MI:0808(comigration in sds page)|MI:0808(comigration in sds page)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:18757723|pubmed:DIP-12558S|pubmed:18757723|pubmed:DIP-12558S|pubmed:18757723|pubmed:DIP-12558S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0195(covalent binding)|MI:0195(covalent binding)|MI:0915(physical association)	MI:0465(dip)	DIP-103160E	dip-quality-status:	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-29063N|refseq:NP_071898|uniprotkb:Q96BH1	DIP-38642N|refseq:NP_149111|uniprotkb:Q969F2	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:18757723|pubmed:DIP-12558S|pubmed:18757723|pubmed:DIP-12558S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-103161E	dip-quality-status:	dip:0004(small scale)|dip:0004(small scale)		-
DIP-29971N|uniprotkb:Q16236	DIP-24261N|uniprotkb:P62988	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0808(comigration in sds page)	-	pubmed:18757741|pubmed:DIP-12559S|pubmed:18757741|pubmed:DIP-12559S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)|MI:0195(covalent binding)	MI:0465(dip)	DIP-103162E	dip-quality-status:	dip:0004(small scale)|dip:0004(small scale)		-
DIP-48507N|uniprotkb:Q86UQ8	DIP-44185N|refseq:NP_001284|uniprotkb:P54105	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:19234465|pubmed:DIP-12520S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-103164E	dip-quality-status:	dip:0004(small scale)		-
DIP-48507N|uniprotkb:Q86UQ8	DIP-89N|refseq:NP_005372|uniprotkb:P19338	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:19234465|pubmed:DIP-12520S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-103165E	dip-quality-status:	dip:0004(small scale)		-
DIP-39802N|uniprotkb:Q8NEM0	DIP-34868N|refseq:NP_061848|uniprotkb:Q9NYB0	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:19287395|pubmed:DIP-12524S|pubmed:19287395|pubmed:DIP-12524S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-103166E	dip-quality-status:	dip:0004(small scale)|dip:0004(small scale)		-
DIP-39343N|refseq:NP_002705|uniprotkb:Q96QC0	DIP-34868N|refseq:NP_061848|uniprotkb:Q9NYB0	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:19287395|pubmed:DIP-12524S|pubmed:19287395|pubmed:DIP-12524S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-103167E	dip-quality-status:	dip:0004(small scale)|dip:0004(small scale)		-
DIP-34052N|refseq:NP_005643|uniprotkb:Q15554	DIP-39343N|refseq:NP_002705|uniprotkb:Q96QC0	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:19287395|pubmed:DIP-12524S|pubmed:19287395|pubmed:DIP-12524S|pubmed:19287395|pubmed:DIP-12524S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-103168E	dip-quality-status:	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-33606N|uniprotkb:Q92878	DIP-34052N|refseq:NP_005643|uniprotkb:Q15554	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:19287395|pubmed:DIP-12524S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-103169E	dip-quality-status:	dip:0004(small scale)		-
DIP-33605N|refseq:NP_002476|uniprotkb:O60934	DIP-34052N|refseq:NP_005643|uniprotkb:Q15554	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:19287395|pubmed:DIP-12524S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-103170E	dip-quality-status:	dip:0004(small scale)		-
DIP-33238N|uniprotkb:P49959	DIP-34052N|refseq:NP_005643|uniprotkb:Q15554	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:19287395|pubmed:DIP-12524S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-103171E	dip-quality-status:	dip:0004(small scale)		-
DIP-37566N|refseq:NP_005750|uniprotkb:Q9NYB9	DIP-39391N|uniprotkb:Q92558	 -	-	-	-	MI:0096(pull down)	-	pubmed:19363480|pubmed:DIP-12527S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-103172E	dip-quality-status:	dip:0004(small scale)		-
DIP-39391N|uniprotkb:Q92558	DIP-38873N|uniprotkb:Q7L576	 -	-	-	-	MI:0096(pull down)	-	pubmed:19363480|pubmed:DIP-12527S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-103173E	dip-quality-status:	dip:0004(small scale)		-
DIP-29260N|refseq:NP_008839|uniprotkb:P63000	DIP-39391N|uniprotkb:Q92558	 -	-	-	-	MI:0096(pull down)	-	pubmed:19363480|pubmed:DIP-12527S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-103174E	dip-quality-status:	dip:0004(small scale)		-
DIP-37566N|refseq:NP_005750|uniprotkb:Q9NYB9	DIP-29260N|refseq:NP_008839|uniprotkb:P63000	 -	-	-	-	MI:0096(pull down)	-	pubmed:19363480|pubmed:DIP-12527S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-103175E	dip-quality-status:	dip:0004(small scale)		-
DIP-29260N|refseq:NP_008839|uniprotkb:P63000	DIP-41554N|refseq:NP_060932|uniprotkb:Q8WUW1	 -	-	-	-	MI:0096(pull down)	-	pubmed:19363480|pubmed:DIP-12527S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-103176E	dip-quality-status:	dip:0004(small scale)		-
DIP-29260N|refseq:NP_008839|uniprotkb:P63000	DIP-38873N|uniprotkb:Q7L576	 -	-	-	-	MI:0096(pull down)|MI:0096(pull down)	-	pubmed:19363480|pubmed:DIP-12527S|pubmed:19363480|pubmed:DIP-12527S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-103177E	dip-quality-status:	dip:0004(small scale)|dip:0004(small scale)		-
DIP-17013N|refseq:NP_003583|uniprotkb:Q13616	DIP-48546N|refseq:NP_957906|uniprotkb:Q6TVJ1	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:18667692|pubmed:DIP-12550S|pubmed:18667692|pubmed:DIP-12550S|pubmed:18667692|pubmed:DIP-12550S	taxid:9606(Homo sapiens)	taxid:10258(Orf virus)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-103179E	dip-quality-status:	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-48544N|refseq:NP_957903|uniprotkb:Q6TVJ4	DIP-17013N|refseq:NP_003583|uniprotkb:Q13616	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:18667692|pubmed:DIP-12550S|pubmed:18667692|pubmed:DIP-12550S	taxid:10258(Orf virus)	taxid:9606(Homo sapiens)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-103180E	dip-quality-status:	dip:0004(small scale)|dip:0004(small scale)		-
DIP-17014N|refseq:NP_055063|uniprotkb:P62877	DIP-48544N|refseq:NP_957903|uniprotkb:Q6TVJ4	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:18667692|pubmed:DIP-12550S	taxid:9606(Homo sapiens)	taxid:10258(Orf virus)	MI:0915(physical association)	MI:0465(dip)	DIP-103181E	dip-quality-status:	dip:0004(small scale)		-
DIP-17013N|refseq:NP_003583|uniprotkb:Q13616	DIP-48543N|refseq:NP_957900|uniprotkb:Q6TVJ7	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:18667692|pubmed:DIP-12550S|pubmed:18667692|pubmed:DIP-12550S	taxid:9606(Homo sapiens)	taxid:10258(Orf virus)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-103182E	dip-quality-status:	dip:0004(small scale)|dip:0004(small scale)		-
DIP-17014N|refseq:NP_055063|uniprotkb:P62877	DIP-48546N|refseq:NP_957906|uniprotkb:Q6TVJ1	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:18667692|pubmed:DIP-12550S	taxid:9606(Homo sapiens)	taxid:10258(Orf virus)	MI:0915(physical association)	MI:0465(dip)	DIP-103183E	dip-quality-status:	dip:0004(small scale)		-
DIP-48543N|refseq:NP_957900|uniprotkb:Q6TVJ7	DIP-17014N|refseq:NP_055063|uniprotkb:P62877	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:18667692|pubmed:DIP-12550S	taxid:10258(Orf virus)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-103184E	dip-quality-status:	dip:0004(small scale)		-
DIP-48545N|refseq:NP_957905|uniprotkb:Q6TVJ2	DIP-17013N|refseq:NP_003583|uniprotkb:Q13616	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:18667692|pubmed:DIP-12550S|pubmed:18667692|pubmed:DIP-12550S	taxid:10258(Orf virus)	taxid:9606(Homo sapiens)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-103185E	dip-quality-status:	dip:0004(small scale)|dip:0004(small scale)		-
DIP-48545N|refseq:NP_957905|uniprotkb:Q6TVJ2	DIP-17014N|refseq:NP_055063|uniprotkb:P62877	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:18667692|pubmed:DIP-12550S	taxid:10258(Orf virus)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-103186E	dip-quality-status:	dip:0004(small scale)		-
DIP-17014N|refseq:NP_055063|uniprotkb:P62877	DIP-48542N|refseq:NP_957785|uniprotkb:Q6TVW2	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:18667692|pubmed:DIP-12550S|pubmed:18667692|pubmed:DIP-12550S	taxid:9606(Homo sapiens)	taxid:10258(Orf virus)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-103187E	dip-quality-status:	dip:0004(small scale)|dip:0004(small scale)		-
DIP-48546N|refseq:NP_957906|uniprotkb:Q6TVJ1	DIP-31608N|refseq:NP_060918|uniprotkb:Q86VP6	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:18667692|pubmed:DIP-12550S	taxid:10258(Orf virus)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-103188E	dip-quality-status:	dip:0004(small scale)		-
DIP-31091N|uniprotkb:Q13309	DIP-17014N|refseq:NP_055063|uniprotkb:P62877	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:18667692|pubmed:DIP-12550S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-103189E	dip-quality-status:	dip:0004(small scale)		-
DIP-34421N|refseq:NP_006294|uniprotkb:Q13155	DIP-24261N|uniprotkb:P62988	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:18695251|pubmed:DIP-12552S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-103190E	dip-quality-status:	dip:0004(small scale)		-
DIP-405N|refseq:NP_005219|uniprotkb:P00533	DIP-42379N|refseq:NP_061821|uniprotkb:Q9UJM3	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:18776048|pubmed:DIP-12560S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-103191E	dip-quality-status:	dip:0004(small scale)		-
DIP-48550N|uniprotkb:Q6NZI2	DIP-405N|refseq:NP_005219|uniprotkb:P00533	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:18776048|pubmed:DIP-12560S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-103192E	dip-quality-status:	dip:0004(small scale)		-
DIP-39879N|refseq:NP_004628|uniprotkb:P51149	DIP-405N|refseq:NP_005219|uniprotkb:P00533	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:18776048|pubmed:DIP-12560S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-103193E	dip-quality-status:	dip:0004(small scale)		-
DIP-6204N|refseq:NP_002256|uniprotkb:Q14974	DIP-33246N|refseq:NP_031388|uniprotkb:P52298	 -	-	-	-	MI:0404(comigration in non denaturing gel electrophoresis)|MI:0096(pull down)	-	pubmed:19668212|pubmed:DIP-12562S|pubmed:19668212|pubmed:DIP-12562S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)|MI:0915(physical association)	MI:0465(dip)	DIP-103197E	dip-quality-status:	dip:0004(small scale)|dip:0004(small scale)		-
DIP-36423N|uniprotkb:Q13042	DIP-48551N|refseq:NP_644815|uniprotkb:Q8NHZ8	 -	-	-	-	MI:0016(circular dichroism)|MI:0114(x-ray crystallography)|MI:0096(pull down)|MI:0071(molecular sieving)|MI:0071(molecular sieving)	-	pubmed:19668213|pubmed:DIP-12563S|pubmed:19668213|pubmed:DIP-12563S|pubmed:19668213|pubmed:DIP-12563S|pubmed:19668213|pubmed:DIP-12563S|pubmed:19668213|pubmed:DIP-12563S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-103198E	dip-quality-status:	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-48551N|refseq:NP_644815|uniprotkb:Q8NHZ8	DIP-48552N|refseq:NP_001087093|uniprotkb:Q6DFI7	 -	-	-	-	MI:0096(pull down)	-	pubmed:19668213|pubmed:DIP-12563S	taxid:9606(Homo sapiens)	taxid:8355(Xenopus laevis)	MI:0915(physical association)	MI:0465(dip)	DIP-103199E	dip-quality-status:	dip:0004(small scale)		-
DIP-29253N|refseq:NP_008868|uniprotkb:P61956	DIP-40711N|refseq:NP_005578|uniprotkb:Q02078	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:19684601|pubmed:DIP-12565S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-103210E	dip-quality-status:	dip:0004(small scale)		-
DIP-35670N|refseq:NP_005517|uniprotkb:Q00613	DIP-29080N|uniprotkb:P63165	 -	-	-	-	MI:0808(comigration in sds page)|MI:0808(comigration in sds page)	-	pubmed:19684601|pubmed:DIP-12565S|pubmed:19684601|pubmed:DIP-12565S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-103211E	dip-quality-status:	dip:0004(small scale)|dip:0004(small scale)		-
DIP-29078N|uniprotkb:P63279	DIP-40711N|refseq:NP_005578|uniprotkb:Q02078	 -	-	-	-	MI:0077(nuclear magnetic resonance)	-	pubmed:19684601|pubmed:DIP-12565S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)	MI:0465(dip)	DIP-103212E	dip-quality-status:	dip:0004(small scale)		-
DIP-48568N|uniprotkb:Q8BKI2	DIP-29194N|refseq:NP_036286|uniprotkb:Q9UKV8	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:19838187|pubmed:DIP-12572S	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-103221E	dip-quality-status:	dip:0004(small scale)		-
DIP-48569N|uniprotkb:Q9HCJ0	DIP-35014N|refseq:NP_694818|uniprotkb:Q8CJG0	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:19838187|pubmed:DIP-12572S	taxid:9606(Homo sapiens)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-103222E	dip-quality-status:	dip:0004(small scale)		-
DIP-41990N|refseq:NP_057356|uniprotkb:Q14106	DIP-46843N|uniprotkb:Q60809	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:19838187|pubmed:DIP-12572S	taxid:9606(Homo sapiens)	taxid:10090(Mus musculus)	MI:0915(physical association)	MI:0465(dip)	DIP-103223E	dip-quality-status:	dip:0004(small scale)		-
DIP-29194N|refseq:NP_036286|uniprotkb:Q9UKV8	DIP-44174N|uniprotkb:Q9UPQ9	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:19838187|pubmed:DIP-12572S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-103224E	dip-quality-status:	dip:0004(small scale)		-
DIP-48569N|uniprotkb:Q9HCJ0	DIP-29194N|refseq:NP_036286|uniprotkb:Q9UKV8	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:19838187|pubmed:DIP-12572S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-103225E	dip-quality-status:	dip:0004(small scale)		-
DIP-2895N|refseq:NP_000585|uniprotkb:P01375	DIP-48570N|refseq:NP_073387|uniprotkb:Q9DHW0	 -	-	-	-	MI:0114(x-ray crystallography)|MI:0071(molecular sieving)	-	pubmed:19838188|pubmed:DIP-12573S|pubmed:19838188|pubmed:DIP-12573S	taxid:9606(Homo sapiens)	taxid:132475(Yaba-like disease virus)	MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-103226E	dip-quality-status:	dip:0004(small scale)|dip:0004(small scale)		-
DIP-48580N|uniprotkb:P0C6U8	DIP-31507N|refseq:NP_001001|uniprotkb:P62753	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:19838190|pubmed:DIP-12575S	taxid:227859(SARS coronavirus)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-103228E	dip-quality-status:	dip:0004(small scale)		-
DIP-38526N|refseq:NP_004993|uniprotkb:Q16795	DIP-46861N|uniprotkb:Q9NTG7	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:18794531|pubmed:DIP-12583S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)	MI:0465(dip)	DIP-103250E	dip-quality-status:	dip:0004(small scale)		-
DIP-48598N|refseq:NP_002241|uniprotkb:O15554	DIP-48597N|uniprotkb:Q9NRX4	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:18796614|pubmed:DIP-12585S|pubmed:18796614|pubmed:DIP-12585S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-103256E	dip-quality-status:	dip:0004(small scale)|dip:0004(small scale)		-
DIP-30911N|refseq:NP_006297|uniprotkb:Q14683	DIP-41063N|uniprotkb:P78406	 -	-	-	-	MI:0096(pull down)|MI:0096(pull down)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:18832153|pubmed:DIP-12588S|pubmed:18832153|pubmed:DIP-12588S|pubmed:18832153|pubmed:DIP-12588S|pubmed:18832153|pubmed:DIP-12588S|pubmed:18832153|pubmed:DIP-12588S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-103261E	dip-quality-status:	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-711N|refseq:NP_009055|uniprotkb:P46939	DIP-6095N|refseq:NP_000935|uniprotkb:Q08209	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:18838687|pubmed:DIP-12589S|pubmed:18838687|pubmed:DIP-12589S|pubmed:18838687|pubmed:DIP-12589S	taxid:9606(Homo sapiens)	taxid:9606(Homo sapiens)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-103264E	dip-quality-status:	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-38185N|refseq:NP_005115|uniprotkb:P49790	DIP-33404N|uniprotkb:P70168	 -	-	-	-	MI:0813(proximity enzyme linked immunosorbent assay)|MI:0872(atomic force microscopy)	-	pubmed:18845677|pubmed:DIP-12592S|pubmed:18845677|pubmed:DIP-12592S	taxid:9606(Homo sapiens)	taxid:10090(Mus musculus)	MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-103267E	dip-quality-status:	dip:0004(small scale)|dip:0004(small scale)		-
DIP-33404N|uniprotkb:P70168	DIP-5929N|refseq:NP_006316|uniprotkb:P62826	 -	-	-	-	MI:0813(proximity enzyme linked immunosorbent assay)	-	pubmed:18845677|pubmed:DIP-12592S	taxid:10090(Mus musculus)	taxid:9606(Homo sapiens)	MI:0407(direct interaction)	MI:0465(dip)	DIP-103269E	dip-quality-status:	dip:0004(small scale)		-
